 order_id, customer_id, order_date, order_status
150,85,01-09-2025,Cancelled
151,764,26-01-2025,Cancelled
152,409,15-05-2025,Delivered
153,409,14-09-2025,Delivered
154,793,24-12-2025,Delivered
155,781,11-03-2025,Delivered
156,573,12-04-2025,Delivered
157,405,30-11-2025,Cancelled
158,201,15-10-2025,Cancelled
159,754,26-09-2025,Delivered
160,249,06-02-2025,Delivered
161,796,09-08-2025,Delivered
162,702,22-10-2025,Delivered
163,116,10-12-2025,Delivered
164,434,07-07-2025,Delivered
165,196,14-06-2025,Delivered
166,609,02-12-2025,Delivered
167,789,06-06-2025,Delivered
168,359,12-11-2025,Delivered
169,639,16-03-2025,Delivered
170,46,30-04-2025,Delivered
171,702,11-07-2025,Delivered
172,776,13-02-2025,Delivered
173,758,28-01-2025,Delivered
174,972,14-11-2025,Delivered
175,890,28-05-2025,Delivered
176,352,22-12-2025,Delivered
177,313,19-08-2025,Delivered
178,24,19-06-2025,Delivered
179,758,03-10-2025,Delivered
180,209,07-10-2025,Cancelled
181,769,13-05-2025,Cancelled
182,495,15-11-2025,Returned
183,145,22-12-2025,Returned
184,685,10-01-2025,Delivered
185,597,06-12-2025,Cancelled
186,45,11-05-2025,Delivered
187,62,26-05-2025,Delivered
188,809,23-12-2025,Cancelled
189,278,28-01-2025,Delivered
190,671,05-01-2025,Delivered
191,398,05-12-2025,Delivered
192,679,04-12-2025,Delivered
193,886,25-02-2025,Delivered
194,300,29-11-2025,Delivered
195,237,14-07-2025,Cancelled
196,727,20-02-2025,Delivered
197,497,02-11-2025,Cancelled
198,91,06-04-2025,Delivered
199,513,23-08-2025,Cancelled
200,949,31-12-2025,Delivered
201,41,07-05-2025,Cancelled
202,313,20-06-2025,Delivered
203,403,22-03-2025,Delivered
204,356,17-12-2025,Delivered
205,364,17-11-2025,Delivered
206,242,14-09-2025,Delivered
207,832,01-02-2025,Returned
208,264,18-07-2025,Delivered
209,967,12-10-2025,Delivered
210,231,19-03-2025,Delivered
211,919,21-07-2025,Returned
212,141,14-02-2025,Returned
213,392,24-09-2025,Returned
214,628,17-11-2025,Returned
215,233,02-08-2025,Delivered
216,587,20-03-2025,Delivered
217,994,09-06-2025,Cancelled
218,338,18-08-2025,Cancelled
219,135,16-04-2025,Returned
220,142,25-10-2025,Cancelled
221,701,14-04-2025,Delivered
222,317,19-12-2025,Returned
223,921,26-09-2025,Delivered
224,441,16-03-2025,Returned
225,956,17-10-2025,Delivered
226,326,04-02-2025,Cancelled
227,546,02-03-2025,Delivered
228,326,16-03-2025,Returned
229,31,13-06-2025,Delivered
230,985,30-07-2025,Delivered
231,454,23-11-2025,Returned
232,281,19-03-2025,Delivered
233,110,09-03-2025,Delivered
234,27,10-11-2025,Cancelled
235,274,07-11-2025,Cancelled
236,628,29-04-2025,Cancelled
237,238,29-04-2025,Returned
238,27,03-07-2025,Delivered
239,705,02-09-2025,Delivered
240,515,06-11-2025,Delivered
241,730,29-11-2025,Delivered
242,189,18-07-2025,Delivered
243,486,12-03-2025,Delivered
244,198,26-04-2025,Delivered
245,419,08-01-2025,Delivered
246,974,31-07-2025,Delivered
247,761,10-12-2025,Delivered
248,776,15-04-2025,Delivered
249,182,13-08-2025,Cancelled
250,502,19-12-2025,Delivered
251,888,23-08-2025,Delivered
252,438,27-07-2025,Delivered
253,623,14-07-2025,Returned
254,321,21-07-2025,Cancelled
255,962,20-10-2025,Cancelled
256,550,26-09-2025,Returned
257,897,27-12-2025,Delivered
258,534,25-02-2025,Delivered
259,468,22-01-2025,Delivered
260,532,03-10-2025,Delivered
261,753,21-01-2025,Cancelled
262,397,22-09-2025,Returned
263,986,26-01-2025,Delivered
264,299,14-08-2025,Delivered
265,906,05-06-2025,Delivered
266,473,27-03-2025,Delivered
267,302,10-11-2025,Delivered
268,707,22-09-2025,Delivered
269,475,27-11-2025,Delivered
270,93,14-09-2025,Delivered
271,185,27-10-2025,Returned
272,560,11-03-2025,Delivered
273,424,15-06-2025,Delivered
274,26,02-04-2025,Delivered
275,605,31-12-2025,Delivered
276,904,21-08-2025,Delivered
277,257,15-06-2025,Returned
278,665,31-12-2025,Delivered
279,736,05-03-2025,Delivered
280,117,28-12-2025,Delivered
281,650,05-07-2025,Delivered
282,537,29-12-2025,Delivered
283,745,19-09-2025,Cancelled
284,973,23-03-2025,Delivered
285,564,14-07-2025,Delivered
286,787,29-03-2025,Delivered
287,580,04-12-2025,Delivered
288,167,16-03-2025,Delivered
289,788,31-12-2025,Delivered
290,430,07-06-2025,Delivered
291,748,17-08-2025,Delivered
292,642,03-04-2025,Delivered
293,921,09-03-2025,Delivered
294,4,15-11-2025,Delivered
295,13,23-08-2025,Delivered
296,876,13-09-2025,Cancelled
297,827,03-01-2025,Cancelled
298,904,10-09-2025,Delivered
299,223,29-10-2025,Returned
300,488,21-08-2025,Delivered
301,453,10-02-2025,Cancelled
302,615,04-01-2025,Delivered
303,904,08-10-2025,Delivered
304,635,18-11-2025,Cancelled
305,840,17-04-2025,Delivered
306,190,17-03-2025,Delivered
307,669,28-06-2025,Delivered
308,149,17-01-2025,Returned
309,592,05-11-2025,Delivered
310,340,14-02-2025,Delivered
311,112,02-08-2025,Delivered
312,166,11-12-2025,Delivered
313,626,05-12-2025,Returned
314,717,01-11-2025,Cancelled
315,807,15-10-2025,Delivered
316,990,22-08-2025,Returned
317,593,04-07-2025,Delivered
318,96,03-06-2025,Delivered
319,378,14-07-2025,Delivered
320,777,07-08-2025,Cancelled
321,67,30-05-2025,Delivered
322,138,04-03-2025,Returned
323,881,21-05-2025,Delivered
324,540,31-07-2025,Cancelled
325,215,23-12-2025,Delivered
326,627,30-01-2025,Delivered
327,586,19-11-2025,Cancelled
328,90,05-09-2025,Returned
329,706,06-11-2025,Returned
330,295,07-08-2025,Cancelled
331,869,12-06-2025,Delivered
332,539,22-10-2025,Cancelled
333,363,08-03-2025,Cancelled
334,577,12-09-2025,Cancelled
335,747,20-11-2025,Delivered
336,505,03-04-2025,Cancelled
337,239,29-12-2025,Delivered
338,199,01-01-2025,Delivered
339,25,27-08-2025,Returned
340,816,02-03-2025,Returned
341,869,17-04-2025,Cancelled
342,425,31-07-2025,Delivered
343,342,29-06-2025,Cancelled
344,826,23-11-2025,Delivered
345,12,24-11-2025,Delivered
346,707,25-05-2025,Delivered
347,810,04-02-2025,Delivered
348,308,17-09-2025,Cancelled
349,332,04-01-2025,Delivered
350,703,20-06-2025,Delivered
351,406,19-10-2025,Cancelled
352,984,15-01-2025,Delivered
353,199,19-06-2025,Delivered
354,945,11-12-2025,Delivered
355,939,31-08-2025,Delivered
356,662,11-03-2025,Delivered
357,160,18-11-2025,Delivered
358,914,02-10-2025,Delivered
359,474,31-07-2025,Returned
360,58,24-09-2025,Delivered
361,579,14-12-2025,Delivered
362,569,02-10-2025,Delivered
363,214,23-10-2025,Returned
364,340,01-07-2025,Delivered
365,993,18-03-2025,Delivered
366,861,16-01-2025,Delivered
367,385,17-11-2025,Cancelled
368,863,26-03-2025,Cancelled
369,621,19-07-2025,Delivered
370,610,01-03-2025,Delivered
371,723,11-06-2025,Returned
372,33,20-05-2025,Delivered
373,89,12-09-2025,Delivered
374,381,20-08-2025,Delivered
375,222,26-09-2025,Delivered
376,180,27-02-2025,Delivered
377,804,20-01-2025,Delivered
378,936,17-02-2025,Delivered
379,519,13-01-2025,Delivered
380,927,14-09-2025,Delivered
381,195,24-06-2025,Delivered
382,751,26-09-2025,Delivered
383,795,17-06-2025,Delivered
384,788,20-02-2025,Cancelled
385,693,09-03-2025,Delivered
386,742,19-01-2025,Delivered
387,397,25-09-2025,Delivered
388,5,09-06-2025,Delivered
389,704,01-11-2025,Delivered
390,342,28-08-2025,Delivered
391,106,24-09-2025,Returned
392,764,09-06-2025,Delivered
393,592,09-06-2025,Returned
394,914,18-04-2025,Delivered
395,206,09-04-2025,Delivered
396,284,30-09-2025,Delivered
397,792,14-08-2025,Returned
398,121,20-05-2025,Delivered
399,162,21-05-2025,Delivered
400,16,15-11-2025,Cancelled
401,527,22-02-2025,Delivered
402,556,29-06-2025,Cancelled
403,327,19-05-2025,Delivered
404,966,27-12-2025,Delivered
405,588,06-05-2025,Delivered
406,73,09-06-2025,Cancelled
407,914,23-06-2025,Cancelled
408,455,26-01-2025,Delivered
409,30,30-08-2025,Returned
410,52,24-02-2025,Delivered
411,56,14-02-2025,Delivered
412,402,02-04-2025,Returned
413,611,31-10-2025,Returned
414,857,20-12-2025,Returned
415,457,12-11-2025,Delivered
416,320,20-06-2025,Delivered
417,731,10-12-2025,Cancelled
418,81,27-08-2025,Cancelled
419,135,17-02-2025,Returned
420,480,19-02-2025,Delivered
421,318,17-12-2025,Returned
422,728,27-08-2025,Delivered
423,238,25-04-2025,Delivered
424,882,12-11-2025,Delivered
425,935,06-07-2025,Delivered
426,188,25-12-2025,Returned
427,339,16-06-2025,Delivered
428,500,16-01-2025,Delivered
429,487,27-02-2025,Delivered
430,491,25-08-2025,Delivered
431,290,28-06-2025,Cancelled
432,589,07-03-2025,Cancelled
433,106,27-07-2025,Returned
434,816,24-02-2025,Delivered
435,570,29-11-2025,Delivered
436,812,04-06-2025,Cancelled
437,473,25-07-2025,Cancelled
438,424,03-05-2025,Cancelled
439,250,08-10-2025,Delivered
440,998,04-09-2025,Delivered
441,68,24-06-2025,Delivered
442,834,22-12-2025,Cancelled
443,442,11-08-2025,Cancelled
444,807,25-06-2025,Cancelled
445,711,01-05-2025,Delivered
446,679,09-12-2025,Delivered
447,758,31-12-2025,Cancelled
448,857,07-09-2025,Delivered
449,607,02-11-2025,Delivered
450,334,12-10-2025,Delivered
451,842,16-08-2025,Delivered
452,316,27-07-2025,Delivered
453,613,25-02-2025,Returned
454,834,02-11-2025,Delivered
455,336,11-09-2025,Returned
456,677,01-02-2025,Delivered
457,223,13-03-2025,Cancelled
458,925,22-11-2025,Delivered
459,776,17-03-2025,Returned
460,153,20-08-2025,Cancelled
461,299,19-07-2025,Cancelled
462,592,17-08-2025,Delivered
463,211,15-12-2025,Delivered
464,307,19-10-2025,Returned
465,312,11-08-2025,Returned
466,938,26-06-2025,Delivered
467,597,05-01-2025,Cancelled
468,523,26-07-2025,Delivered
469,873,31-05-2025,Delivered
470,379,09-10-2025,Delivered
471,1,27-12-2025,Cancelled
472,841,03-07-2025,Delivered
473,882,25-05-2025,Delivered
474,241,10-08-2025,Returned
475,605,21-07-2025,Returned
476,326,31-12-2025,Delivered
477,416,15-07-2025,Delivered
478,559,19-04-2025,Returned
479,178,01-09-2025,Delivered
480,193,12-10-2025,Delivered
481,864,04-07-2025,Delivered
482,158,28-05-2025,Returned
483,129,10-03-2025,Delivered
484,74,28-11-2025,Delivered
485,148,07-09-2025,Returned
486,448,11-03-2025,Delivered
487,141,25-11-2025,Delivered
488,881,22-08-2025,Returned
489,619,06-08-2025,Cancelled
490,185,21-08-2025,Cancelled
491,435,10-10-2025,Delivered
492,394,01-07-2025,Delivered
493,191,06-08-2025,Cancelled
494,8,23-10-2025,Delivered
495,868,02-05-2025,Returned
496,514,18-05-2025,Delivered
497,949,07-10-2025,Cancelled
498,376,18-01-2025,Delivered
499,582,05-09-2025,Returned
500,378,27-02-2025,Cancelled
501,494,20-12-2025,Delivered
502,146,27-09-2025,Delivered
503,477,22-09-2025,Delivered
504,536,09-11-2025,Delivered
505,252,30-08-2025,Returned
506,760,06-12-2025,Returned
507,80,17-12-2025,Returned
508,553,24-10-2025,Delivered
509,628,28-01-2025,Delivered
510,548,06-01-2025,Delivered
511,465,20-09-2025,Delivered
512,588,19-06-2025,Delivered
513,362,31-05-2025,Delivered
514,172,19-01-2025,Returned
515,946,02-11-2025,Returned
516,312,16-10-2025,Delivered
517,63,19-11-2025,Delivered
518,593,28-03-2025,Cancelled
519,53,03-12-2025,Delivered
520,829,16-11-2025,Delivered
521,294,06-09-2025,Delivered
522,130,16-09-2025,Delivered
523,872,23-05-2025,Delivered
524,136,12-11-2025,Delivered
525,282,12-05-2025,Delivered
526,760,27-02-2025,Cancelled
527,179,30-10-2025,Returned
528,155,04-12-2025,Delivered
529,379,31-03-2025,Delivered
530,802,25-12-2025,Delivered
531,497,03-04-2025,Cancelled
532,883,17-01-2025,Delivered
533,87,16-03-2025,Cancelled
534,957,20-03-2025,Delivered
535,771,31-07-2025,Delivered
536,244,05-12-2025,Delivered
537,744,23-11-2025,Delivered
538,216,23-10-2025,Returned
539,863,26-06-2025,Delivered
540,658,16-05-2025,Delivered
541,54,27-03-2025,Delivered
542,409,01-09-2025,Delivered
543,488,30-09-2025,Delivered
544,389,16-12-2025,Returned
545,400,31-08-2025,Delivered
546,149,29-09-2025,Delivered
547,13,28-05-2025,Delivered
548,392,14-12-2025,Delivered
549,985,29-09-2025,Returned
550,979,22-01-2025,Delivered
551,940,30-09-2025,Returned
552,363,10-08-2025,Cancelled
553,941,30-11-2025,Delivered
554,344,19-05-2025,Delivered
555,822,20-02-2025,Delivered
556,671,27-10-2025,Delivered
557,473,12-12-2025,Returned
558,248,11-12-2025,Cancelled
559,789,10-04-2025,Cancelled
560,346,13-12-2025,Returned
561,185,10-06-2025,Cancelled
562,11,11-12-2025,Delivered
563,852,04-02-2025,Delivered
564,422,20-02-2025,Cancelled
565,107,17-12-2025,Delivered
566,360,23-04-2025,Returned
567,291,09-05-2025,Delivered
568,35,13-01-2025,Cancelled
569,95,30-01-2025,Cancelled
570,673,22-04-2025,Cancelled
571,654,04-03-2025,Returned
572,981,03-03-2025,Delivered
573,877,06-11-2025,Delivered
574,385,03-12-2025,Returned
575,580,05-04-2025,Delivered
576,713,05-04-2025,Delivered
577,302,28-08-2025,Returned
578,959,08-02-2025,Returned
579,465,22-05-2025,Delivered
580,709,08-12-2025,Delivered
581,264,24-03-2025,Delivered
582,284,01-02-2025,Delivered
583,398,20-06-2025,Delivered
584,265,16-05-2025,Delivered
585,452,05-02-2025,Delivered
586,951,13-04-2025,Cancelled
587,403,02-04-2025,Returned
588,504,25-02-2025,Delivered
589,554,09-08-2025,Delivered
590,629,26-11-2025,Delivered
591,935,15-08-2025,Returned
592,266,22-02-2025,Delivered
593,75,06-02-2025,Cancelled
594,746,09-05-2025,Delivered
595,20,12-09-2025,Delivered
596,669,24-11-2025,Delivered
597,956,20-01-2025,Returned
598,400,17-05-2025,Delivered
599,717,18-06-2025,Delivered
600,589,02-01-2025,Cancelled
601,725,09-09-2025,Delivered
602,447,26-07-2025,Returned
603,800,05-02-2025,Cancelled
604,232,02-01-2025,Delivered
605,978,19-12-2025,Delivered
606,125,18-10-2025,Cancelled
607,958,03-07-2025,Delivered
608,699,05-06-2025,Delivered
609,57,20-11-2025,Returned
610,93,07-07-2025,Cancelled
611,874,24-06-2025,Delivered
612,862,24-08-2025,Delivered
613,664,14-04-2025,Delivered
614,568,21-01-2025,Delivered
615,677,08-04-2025,Delivered
616,713,19-07-2025,Delivered
617,646,19-12-2025,Delivered
618,499,13-02-2025,Returned
619,449,08-04-2025,Delivered
620,37,09-04-2025,Delivered
621,738,31-10-2025,Delivered
622,501,19-07-2025,Delivered
623,812,04-10-2025,Returned
624,316,13-09-2025,Cancelled
625,989,19-08-2025,Delivered
626,38,23-06-2025,Delivered
627,346,22-01-2025,Delivered
628,122,19-04-2025,Returned
629,684,25-09-2025,Delivered
630,963,14-12-2025,Cancelled
631,153,24-10-2025,Delivered
632,948,06-02-2025,Delivered
633,754,14-03-2025,Delivered
634,670,10-01-2025,Delivered
635,929,13-11-2025,Delivered
636,249,26-12-2025,Returned
637,134,08-01-2025,Delivered
638,648,26-01-2025,Delivered
639,841,19-02-2025,Delivered
640,626,29-03-2025,Cancelled
641,66,24-02-2025,Delivered
642,510,01-11-2025,Cancelled
643,226,02-02-2025,Delivered
644,437,22-06-2025,Returned
645,695,25-07-2025,Delivered
646,124,17-12-2025,Cancelled
647,559,12-03-2025,Delivered
648,857,20-04-2025,Delivered
649,608,30-03-2025,Delivered
650,65,03-03-2025,Delivered
651,145,01-08-2025,Delivered
652,714,09-07-2025,Cancelled
653,169,13-08-2025,Delivered
654,948,25-10-2025,Delivered
655,137,21-02-2025,Returned
656,628,12-07-2025,Delivered
657,17,07-09-2025,Delivered
658,7,04-01-2025,Delivered
659,949,15-02-2025,Returned
660,668,31-10-2025,Delivered
661,427,22-12-2025,Delivered
662,709,06-03-2025,Delivered
663,147,24-11-2025,Delivered
664,536,19-08-2025,Delivered
665,245,31-03-2025,Cancelled
666,709,20-01-2025,Cancelled
667,185,13-09-2025,Cancelled
668,974,15-02-2025,Returned
669,847,04-06-2025,Delivered
670,429,03-01-2025,Cancelled
671,242,09-04-2025,Delivered
672,543,18-02-2025,Cancelled
673,371,04-10-2025,Cancelled
674,225,26-08-2025,Returned
675,676,17-04-2025,Delivered
676,55,10-04-2025,Delivered
677,816,18-03-2025,Returned
678,865,31-08-2025,Delivered
679,181,23-03-2025,Returned
680,945,23-01-2025,Delivered
681,661,06-07-2025,Delivered
682,215,11-08-2025,Delivered
683,343,12-11-2025,Delivered
684,45,23-02-2025,Returned
685,54,03-10-2025,Delivered
686,162,15-01-2025,Delivered
687,528,01-03-2025,Delivered
688,917,01-05-2025,Returned
689,456,31-10-2025,Cancelled
690,334,03-08-2025,Delivered
691,766,13-12-2025,Delivered
692,236,26-02-2025,Delivered
693,234,20-02-2025,Delivered
694,756,31-07-2025,Delivered
695,385,23-04-2025,Delivered
696,483,27-10-2025,Delivered
697,56,12-08-2025,Delivered
698,222,09-11-2025,Delivered
699,183,18-07-2025,Delivered
700,140,23-08-2025,Returned
701,199,20-11-2025,Delivered
702,999,19-05-2025,Delivered
703,344,07-03-2025,Delivered
704,709,19-10-2025,Delivered
705,288,11-03-2025,Delivered
706,873,27-08-2025,Delivered
707,429,29-03-2025,Delivered
708,226,01-06-2025,Cancelled
709,161,23-11-2025,Cancelled
710,928,29-03-2025,Cancelled
711,994,11-10-2025,Delivered
712,89,30-07-2025,Cancelled
713,501,21-04-2025,Cancelled
714,485,25-08-2025,Delivered
715,15,08-08-2025,Returned
716,894,07-05-2025,Delivered
717,336,11-08-2025,Cancelled
718,228,30-10-2025,Delivered
719,936,21-10-2025,Delivered
720,428,23-01-2025,Delivered
721,482,16-09-2025,Delivered
722,436,29-09-2025,Delivered
723,491,23-12-2025,Delivered
724,464,11-09-2025,Delivered
725,86,13-10-2025,Delivered
726,710,28-07-2025,Delivered
727,136,03-07-2025,Delivered
728,245,28-11-2025,Delivered
729,17,03-09-2025,Returned
730,313,24-03-2025,Returned
731,471,20-10-2025,Returned
732,598,13-01-2025,Delivered
733,475,12-03-2025,Returned
734,416,05-04-2025,Delivered
735,642,26-08-2025,Returned
736,649,01-01-2025,Returned
737,73,17-07-2025,Returned
738,341,29-09-2025,Delivered
739,304,07-08-2025,Delivered
740,715,10-11-2025,Cancelled
741,590,17-04-2025,Returned
742,83,14-11-2025,Delivered
743,754,29-01-2025,Cancelled
744,969,12-12-2025,Delivered
745,910,27-01-2025,Delivered
746,393,07-07-2025,Delivered
747,634,21-01-2025,Delivered
748,376,31-03-2025,Returned
749,573,27-12-2025,Delivered
750,575,30-12-2025,Delivered
751,142,21-06-2025,Delivered
752,553,28-02-2025,Returned
753,490,25-10-2025,Returned
754,215,26-04-2025,Delivered
755,362,17-05-2025,Cancelled
756,697,05-08-2025,Delivered
757,56,02-02-2025,Delivered
758,354,20-08-2025,Delivered
759,514,27-09-2025,Delivered
760,482,30-12-2025,Cancelled
761,695,30-09-2025,Delivered
762,463,14-11-2025,Delivered
763,820,11-12-2025,Returned
764,829,03-02-2025,Delivered
765,914,23-08-2025,Delivered
766,83,20-07-2025,Delivered
767,296,09-02-2025,Delivered
768,169,22-05-2025,Delivered
769,714,17-03-2025,Delivered
770,155,15-04-2025,Cancelled
771,975,18-11-2025,Delivered
772,301,02-08-2025,Returned
773,555,09-03-2025,Delivered
774,356,04-08-2025,Delivered
775,756,27-11-2025,Delivered
776,299,07-04-2025,Delivered
777,23,29-04-2025,Cancelled
778,661,21-06-2025,Delivered
779,593,25-06-2025,Returned
780,662,17-06-2025,Delivered
781,608,07-12-2025,Returned
782,543,08-10-2025,Delivered
783,469,05-06-2025,Cancelled
784,136,06-06-2025,Delivered
785,809,14-05-2025,Delivered
786,496,10-07-2025,Delivered
787,789,25-01-2025,Delivered
788,362,26-05-2025,Delivered
789,980,27-03-2025,Cancelled
790,947,24-03-2025,Returned
791,549,27-05-2025,Delivered
792,997,31-03-2025,Returned
793,710,08-12-2025,Delivered
794,166,02-05-2025,Delivered
795,43,12-06-2025,Cancelled
796,130,14-08-2025,Delivered
797,379,05-04-2025,Delivered
798,576,29-12-2025,Delivered
799,682,12-06-2025,Delivered
800,152,10-07-2025,Delivered
801,553,25-03-2025,Cancelled
802,309,04-03-2025,Delivered
803,415,13-09-2025,Delivered
804,971,23-08-2025,Delivered
805,160,03-01-2025,Returned
806,560,17-09-2025,Delivered
807,663,28-12-2025,Delivered
808,486,29-05-2025,Cancelled
809,683,17-03-2025,Cancelled
810,747,15-08-2025,Delivered
811,706,27-02-2025,Returned
812,491,21-01-2025,Delivered
813,695,10-10-2025,Delivered
814,316,13-01-2025,Delivered
815,633,23-04-2025,Delivered
816,366,17-02-2025,Delivered
817,57,08-11-2025,Returned
818,200,26-10-2025,Cancelled
819,228,23-05-2025,Delivered
820,24,12-02-2025,Cancelled
821,870,17-08-2025,Returned
822,688,14-02-2025,Cancelled
823,404,10-04-2025,Delivered
824,326,05-11-2025,Cancelled
825,524,29-01-2025,Returned
826,370,23-07-2025,Delivered
827,734,07-08-2025,Delivered
828,396,10-07-2025,Delivered
829,292,26-06-2025,Delivered
830,316,17-08-2025,Cancelled
831,90,21-04-2025,Returned
832,910,16-08-2025,Returned
833,426,15-08-2025,Delivered
834,168,06-08-2025,Returned
835,918,01-08-2025,Delivered
836,856,28-10-2025,Cancelled
837,89,15-03-2025,Delivered
838,311,01-09-2025,Cancelled
839,344,03-02-2025,Cancelled
840,775,12-07-2025,Delivered
841,7,29-07-2025,Returned
842,937,20-05-2025,Delivered
843,180,12-10-2025,Delivered
844,728,18-10-2025,Delivered
845,205,06-04-2025,Delivered
846,297,11-10-2025,Delivered
847,44,04-06-2025,Cancelled
848,312,10-09-2025,Cancelled
849,758,26-08-2025,Delivered
850,28,02-01-2025,Delivered
851,269,03-06-2025,Returned
852,855,22-11-2025,Delivered
853,128,01-12-2025,Returned
854,915,28-05-2025,Delivered
855,184,09-09-2025,Returned
856,661,06-05-2025,Delivered
857,123,22-05-2025,Delivered
858,994,04-02-2025,Cancelled
859,764,05-07-2025,Cancelled
860,493,17-10-2025,Delivered
861,890,13-05-2025,Returned
862,703,01-09-2025,Returned
863,838,03-03-2025,Delivered
864,525,22-10-2025,Delivered
865,866,13-05-2025,Delivered
866,596,30-01-2025,Delivered
867,328,25-08-2025,Returned
868,139,02-07-2025,Delivered
869,55,20-05-2025,Delivered
870,430,22-11-2025,Delivered
871,50,29-05-2025,Delivered
