order_detail_id, order_id, product_id, quantity, discount
274,1580,181,4,0
275,1277,134,3,0.1
276,321,155,2,0
277,2596,72,2,0.2
278,1791,144,4,0.05
279,2848,65,1,0.1
280,1784,167,3,0
281,104,94,4,0.2
282,2745,89,4,0
283,2528,144,2,0.05
284,1533,46,1,0
285,1811,93,5,0
286,23,151,3,0
287,386,95,3,0.1
288,54,156,3,0
289,2652,71,4,0.05
290,180,179,3,0
291,2562,15,5,0.2
292,125,184,4,0.1
293,2590,117,4,0
294,1940,192,5,0.2
295,426,10,3,0
296,2511,183,2,0.15
297,725,34,1,0.05
298,490,15,4,0.15
299,2911,16,3,0
300,2229,72,2,0.15
301,2515,189,1,0
302,2753,82,2,0.1
303,2958,94,5,0
304,2722,104,4,0.2
305,2735,172,1,0
306,791,195,5,0
307,2986,69,1,0
308,1817,12,3,0.1
309,814,177,5,0.05
310,709,163,1,0
311,1122,144,3,0
312,1399,120,5,0.2
313,2853,23,5,0.05
314,362,30,1,0
315,2989,23,2,0
316,2422,161,1,0.2
317,694,3,2,0.15
318,1535,118,1,0.15
319,1011,79,2,0.15
320,544,80,1,0.05
321,2892,74,2,0
322,576,145,3,0.05
323,926,49,3,0
324,726,76,3,0.15
325,1801,68,1,0.05
326,1455,149,3,0
327,2629,134,4,0.2
328,2585,176,2,0
329,2398,99,2,0.1
330,2330,54,4,0
331,2647,175,3,0
332,1402,180,5,0.1
333,1102,24,5,0.2
334,864,67,2,0.05
335,1069,9,1,0.1
336,2697,162,2,0.05
337,573,120,5,0
338,1525,145,4,0.15
339,2411,9,3,0.15
340,429,162,3,0.2
341,33,41,4,0.05
342,1371,87,1,0
343,1467,79,2,0.05
344,2240,48,1,0.05
345,2526,117,5,0.1
346,2845,112,4,0.05
347,998,65,3,0.1
348,1384,124,4,0
349,165,60,5,0
350,1725,110,3,0.1
351,1642,152,1,0
352,2098,43,3,0.1
353,2858,135,2,0.1
354,572,34,3,0.2
355,221,24,3,0.2
356,580,89,4,0.05
357,678,118,1,0.15
358,605,52,2,0
359,1260,21,2,0
360,833,112,1,0.15
361,1003,40,5,0.2
362,1533,2,4,0
363,1412,26,4,0.1
364,2814,101,2,0.05
365,2738,97,4,0.15
366,995,196,1,0.05
367,527,82,2,0.05
368,1340,73,4,0.1
369,1614,137,1,0
370,2001,172,5,0
371,909,156,2,0.2
372,964,95,3,0
373,2054,1,5,0.1
374,1631,20,2,0
375,2048,49,1,0
376,1237,112,1,0
377,1574,168,2,0.05
378,618,73,3,0.05
379,2766,124,1,0
380,1728,46,2,0.05
381,2795,133,1,0.05
382,339,89,1,0.15
383,1657,4,2,0
384,528,148,5,0.05
385,2812,117,1,0.05
386,2679,172,4,0.05
387,224,78,4,0
388,2598,30,5,0.2
389,1845,129,3,0.2
390,1940,183,3,0.2
391,2192,94,1,0.2
392,733,109,5,0.2
393,1571,173,1,0
394,29,87,5,0
395,810,132,5,0.15
396,1864,112,1,0.05
397,1154,11,1,0.2
398,2006,118,3,0
399,2455,176,3,0
400,1744,87,3,0.2
401,97,139,3,0
402,1202,92,4,0
403,1830,84,3,0.15
404,146,153,1,0
405,2998,10,5,0.15
406,1623,64,2,0
407,2192,25,2,0.15
408,593,163,4,0.05
409,1126,89,4,0.15
410,2529,63,5,0.1
411,1878,11,1,0
412,1527,10,2,0.1
413,2965,164,1,0.05
414,2100,186,1,0
415,2609,192,3,0.05
416,1642,6,2,0.15
417,1053,185,1,0.2
418,1776,30,2,0.1
419,1069,78,5,0.1
420,2209,63,1,0
421,2349,122,2,0.2
422,1790,71,2,0
423,2055,172,1,0.1
424,1633,47,3,0
425,21,105,2,0
426,1698,169,2,0
427,1094,119,5,0.2
428,2601,82,1,0
429,921,5,3,0
430,262,157,3,0.15
431,2917,156,4,0.1
432,1724,163,5,0
433,2218,100,4,0.1
434,52,88,3,0
435,1419,114,2,0.05
436,2044,54,5,0.15
437,697,173,4,0
438,1651,9,5,0
439,2587,125,5,0
440,341,54,5,0
441,1246,75,3,0.05
442,2763,120,1,0
443,2560,150,2,0.1
444,1441,145,4,0.05
445,96,193,3,0.1
446,2011,61,4,0.1
447,540,97,5,0.2
448,506,25,4,0
449,866,29,5,0
450,732,41,4,0.1
451,1674,91,2,0.05
452,2455,72,3,0.2
453,1488,162,1,0.15
454,2814,163,3,0.1
455,2194,137,4,0
456,1655,127,4,0
457,1841,41,2,0.05
458,1182,1,5,0.2
459,1369,196,4,0.15
460,706,175,1,0.05
461,2377,168,4,0.05
462,1681,49,1,0.1
463,919,36,5,0.1
464,2062,21,5,0.1
465,2999,105,1,0
466,2498,64,2,0.1
467,2563,121,1,0
468,94,191,5,0.2
469,2680,100,5,0.1
470,791,42,4,0
471,2962,62,2,0.05
472,2920,52,3,0
473,1201,17,1,0
474,2366,119,4,0
475,2801,155,4,0
476,725,119,5,0.15
477,456,155,3,0.2
478,653,63,4,0.15
479,287,2,1,0.15
480,2773,105,5,0.05
481,1579,19,4,0
482,2933,138,1,0.15
483,2487,166,5,0.15
484,98,113,4,0.2
485,2974,16,3,0.2
486,1632,186,1,0
487,1637,184,5,0.15
488,2661,113,4,0.2
489,509,27,2,0.2
490,1076,195,5,0.2
491,458,185,2,0
492,1692,169,3,0
493,996,124,2,0
494,398,85,1,0.05
495,2905,126,2,0.2
496,1065,88,3,0.15
497,1822,85,4,0.15
498,1057,146,3,0.1
499,147,195,2,0
500,2138,74,1,0
501,1520,145,3,0.15
502,1193,79,2,0.1
503,2597,79,4,0.15
504,1802,173,3,0
505,2848,33,2,0.1
506,1198,99,3,0.15
507,934,8,2,0.1
508,1241,38,5,0
509,1063,94,5,0.15
510,2117,104,4,0.1
511,698,89,2,0.1
512,2053,81,5,0
513,1549,125,2,0.2
514,2152,124,2,0.05
515,1556,4,1,0
516,921,80,2,0
517,615,72,5,0.2
518,2986,31,2,0
519,2044,118,5,0.15
520,50,192,5,0
521,830,94,1,0.05
522,2566,26,3,0.1
523,276,70,5,0.1
524,2203,21,1,0.05
525,2322,134,2,0
526,1049,190,2,0.15
527,2666,63,2,0.15
528,2939,117,2,0
529,2496,69,5,0
530,375,191,2,0.15
531,261,34,5,0
532,250,54,2,0
533,2399,195,5,0.05
534,1902,26,5,0.2
535,210,82,1,0
536,1960,30,4,0
537,1950,51,1,0.1
538,2415,56,5,0.05
539,1229,146,1,0.1
540,1761,29,4,0.2
541,2633,50,5,0.2
542,2601,158,4,0
543,1032,194,4,0.1
544,1109,127,2,0
545,2078,124,5,0
546,2644,77,3,0.2
547,2180,64,3,0
548,2777,144,5,0
549,2564,113,1,0.2
550,747,125,1,0
551,2088,121,4,0
552,733,17,4,0.15
553,1248,25,4,0
554,2613,176,5,0.2
555,749,50,1,0.2
556,950,55,3,0.1
557,1251,82,5,0.05
558,422,176,3,0.1
559,862,147,2,0
560,641,50,4,0.2
561,704,41,5,0.15
562,644,84,5,0.05
563,2677,153,4,0.2
564,2976,69,2,0
565,1934,78,3,0
566,1255,86,3,0.2
567,1292,116,3,0.05
568,2308,101,4,0
569,1656,15,4,0
570,2646,36,4,0.2
571,1124,5,2,0
572,2712,184,3,0
573,1530,7,3,0.05
574,1567,84,5,0.1
575,817,56,5,0.1
576,1803,71,1,0
577,996,42,3,0.15
578,1965,185,5,0.05
579,189,200,4,0.15
580,2894,125,2,0
581,2486,151,4,0
582,416,15,3,0
583,2204,95,4,0
584,455,121,2,0.15
585,304,84,4,0.2
586,622,39,5,0
587,2352,52,5,0
588,1796,63,3,0.1
589,2239,196,3,0.1
590,2176,75,1,0
591,279,180,3,0.2
592,1480,198,4,0.15
593,880,48,3,0.05
594,933,118,3,0
595,816,174,3,0
596,2473,192,1,0
597,489,165,4,0.05
598,1624,125,1,0.2
599,2165,16,5,0
600,67,145,4,0
601,2066,84,5,0.05
602,1158,148,3,0.15
603,275,189,1,0.1
604,378,143,1,0.1
605,649,132,1,0.1
606,1919,157,2,0.2
607,300,197,4,0.2
608,1135,120,4,0.15
609,624,167,3,0
610,745,166,5,0
611,1860,136,4,0
612,1645,148,3,0
613,2555,100,1,0
614,923,83,4,0
615,1061,58,5,0.15
616,1338,137,4,0.15
617,2726,52,5,0
618,2929,148,2,0
619,608,53,3,0
620,414,7,5,0.1
621,162,200,2,0.1
622,1428,18,3,0.2
623,1292,59,2,0
624,1241,42,4,0
625,955,56,3,0
626,563,113,1,0.2
627,1537,7,4,0.2
628,855,98,1,0.05
629,1797,103,2,0
630,1559,152,1,0
631,718,130,5,0.15
632,2116,32,2,0.2
633,859,31,4,0.15
634,2478,92,3,0.05
635,783,54,1,0.2
636,2077,93,4,0
637,2084,29,4,0
638,30,98,4,0.05
639,410,91,3,0
640,268,112,3,0
641,2873,22,4,0.05
642,65,71,3,0
643,577,64,2,0.1
644,38,33,5,0
645,575,178,4,0.2
646,160,16,5,0.2
647,860,190,3,0
648,2530,107,2,0.05
649,707,45,5,0
650,2739,47,3,0
651,666,8,4,0
652,1254,104,3,0.2
653,1087,160,3,0
654,106,85,1,0.05
655,141,189,2,0.05
656,191,139,4,0.2
657,2452,185,5,0
658,648,26,1,0
659,913,24,4,0
660,461,122,4,0.05
661,2199,113,2,0.2
662,2471,164,1,0
663,1951,121,3,0
664,1323,169,5,0
665,2514,172,1,0.05
666,2019,192,5,0
667,516,57,5,0
668,585,58,1,0.15
669,389,184,4,0
670,2520,27,2,0
671,1027,48,3,0
672,2911,119,5,0.1
673,2118,148,3,0.2
674,540,84,4,0
675,2709,38,5,0.15
676,141,192,4,0.15
677,197,51,2,0
678,586,163,1,0.2
679,975,42,4,0
680,48,147,4,0.05
681,1409,49,5,0.05
682,1852,55,4,0.1
683,1077,140,4,0
684,1145,168,5,0
685,1382,48,3,0
686,1997,198,5,0.05
687,2717,25,3,0.2
688,2127,68,1,0.2
689,1497,110,1,0.1
690,518,25,2,0.05
691,456,31,5,0.15
692,1212,33,3,0
693,1854,112,5,0
694,2068,47,4,0.2
695,2093,50,2,0.2
696,2788,57,1,0
697,1450,135,5,0.2
698,622,145,5,0.1
699,193,137,3,0.1
700,944,178,5,0
701,1534,41,1,0.15
702,679,163,5,0
703,2934,39,5,0.1
704,1737,52,3,0
705,1642,76,4,0.1
706,1726,122,4,0
707,558,185,3,0
708,307,65,5,0.15
709,1277,54,5,0.1
710,274,16,4,0
711,589,124,2,0.2
712,994,101,2,0.15
713,1717,101,5,0
714,1019,90,1,0
715,1132,36,4,0
716,2974,190,5,0.15
717,622,53,4,0
718,2754,71,3,0
719,2609,31,5,0
720,2148,27,5,0.05
721,952,170,4,0
722,512,139,5,0.05
723,630,19,3,0
724,168,98,3,0
725,2568,120,4,0.1
726,690,182,4,0.2
727,1193,58,5,0
728,363,188,5,0.1
729,1486,62,4,0.2
730,2874,111,4,0
731,2614,27,3,0.2
732,2966,188,3,0
733,2623,131,3,0.05
734,2732,65,3,0
735,53,26,4,0
736,2400,127,2,0.1
737,1777,171,3,0
738,2903,125,5,0.1
739,2317,97,5,0.1
740,2735,98,1,0.1
741,442,152,1,0.1
742,389,31,2,0
743,2377,173,5,0.05
744,1613,184,1,0
745,2651,113,4,0.1
746,2142,10,4,0.2
747,2573,191,4,0.15
748,106,56,5,0
749,99,162,3,0
750,1198,106,1,0.15
751,1871,65,3,0.2
752,2798,89,3,0
753,1134,115,1,0
754,1877,179,3,0.2
755,658,54,5,0.2
756,2242,166,3,0.15
757,1644,193,3,0.2
758,705,128,1,0
759,1441,158,5,0.15
760,933,82,3,0
761,2958,24,4,0
762,2547,128,2,0.2
763,1568,52,3,0.2
764,2898,125,3,0
765,1794,93,2,0
766,1323,5,1,0
767,2384,80,5,0.15
768,2631,144,3,0.2
769,2294,138,2,0.05
770,2534,179,1,0
771,383,24,5,0.15
772,1658,68,2,0.15
773,1394,137,3,0.05
774,545,99,1,0.2
775,1204,158,5,0
776,1327,58,4,0.2
777,168,63,5,0
778,2735,71,1,0.05
779,920,178,2,0
780,926,113,2,0
781,51,76,2,0
782,2508,124,4,0.05
783,2279,142,5,0
784,1689,48,5,0.1
785,1637,161,5,0.05
786,1072,181,3,0.2
787,1080,111,3,0
788,962,82,5,0
789,316,178,2,0
790,2878,64,5,0.1
791,528,25,5,0.15
792,1949,138,3,0
793,2475,59,3,0.15
794,2876,166,5,0.2
795,918,120,3,0.1
796,218,118,5,0.05
797,2037,152,4,0
798,702,6,5,0.05
799,2290,167,1,0
800,1953,181,2,0
801,2794,91,1,0.15
802,1131,146,3,0.15
803,113,183,5,0.05
804,1765,181,2,0.05
805,882,170,4,0
806,2206,179,3,0
807,953,146,5,0.05
808,591,197,5,0.15
809,2404,81,1,0.1
810,217,183,3,0.1
811,491,199,1,0.1
812,261,136,4,0.15
813,661,188,2,0
814,2464,199,2,0.2
815,743,8,4,0.15
816,490,85,1,0
817,1653,147,4,0.2
818,1670,98,4,0
819,1407,47,1,0
820,1455,46,4,0
821,2047,24,2,0
822,1645,52,2,0
823,2652,163,1,0
824,1851,193,1,0.1
825,1056,6,5,0
826,2282,16,3,0
827,691,1,5,0
828,20,84,4,0
829,114,146,5,0
830,285,45,2,0.15
831,2544,128,2,0.1
832,895,89,1,0.2
833,2799,40,5,0
834,2352,46,4,0.15
835,728,130,2,0.2
836,1824,8,5,0
837,2202,31,3,0
838,442,90,2,0.1
839,2124,43,1,0.05
840,792,155,2,0.1
841,1382,117,5,0.2
842,1593,115,1,0.15
843,2272,17,3,0
844,1498,37,2,0.2
845,2011,49,4,0
846,1468,16,4,0.2
847,2702,182,5,0
848,2130,24,3,0.1
849,2307,148,5,0.1
850,1615,194,5,0.15
851,824,73,3,0
852,1835,196,2,0
853,2566,110,4,0.05
854,1545,22,4,0
855,2013,27,3,0.1
856,1983,157,4,0
857,2039,198,3,0.2
858,2802,179,1,0.1
859,171,49,1,0
860,2407,192,5,0.1
861,711,165,3,0.15
862,197,137,1,0
863,1241,99,2,0
864,2203,14,4,0.15
865,2083,135,2,0.1
866,1519,175,1,0
867,405,118,2,0
868,2919,82,1,0.15
869,834,127,2,0.1
870,2624,157,1,0
871,1563,53,1,0
872,20,62,3,0
873,1598,59,3,0.2
874,1647,12,2,0
875,2453,64,5,0.15
876,1058,109,5,0.15
877,2565,80,2,0.15
878,1117,105,1,0.05
879,1695,97,3,0.2
880,777,200,4,0
881,2459,3,4,0
882,2851,197,4,0
883,2716,177,2,0
884,2612,30,1,0
885,2002,18,2,0.1
886,1341,43,3,0.15
887,2929,178,4,0
888,2197,74,3,0.2
889,2336,67,1,0.2
890,490,102,2,0
891,2273,128,2,0
892,2123,10,4,0.05
893,448,29,2,0
894,1590,48,1,0.2
895,2842,18,2,0.05
896,2521,95,4,0.15
897,585,114,5,0.2
898,169,170,5,0.2
899,775,197,2,0.15
900,1303,12,5,0
901,626,88,3,0
902,1435,119,2,0.15
903,232,101,4,0
904,1196,130,1,0
905,754,161,2,0
906,2696,185,4,0
907,1805,18,2,0.1
908,2165,74,5,0
909,588,141,3,0
910,457,176,1,0.05
911,2122,137,1,0.1
912,2952,44,3,0
913,158,37,1,0.15
914,958,2,4,0
915,2305,15,4,0.2
916,2323,31,2,0.2
917,2574,10,5,0.1
918,303,6,4,0.1
919,2642,99,3,0.15
920,2524,100,4,0.15
921,974,175,4,0.1
922,1025,89,4,0.05
923,628,117,5,0
924,917,37,3,0.15
925,2995,45,4,0
926,657,95,1,0.05
927,1229,37,1,0.05
928,1681,182,5,0.2
929,930,103,2,0.2
930,2567,91,2,0.05
931,1725,107,4,0.15
932,1853,114,4,0.05
933,1490,87,3,0.15
934,1634,35,5,0
935,1008,56,2,0.1
936,798,187,5,0
937,1898,141,4,0
938,2638,79,2,0.05
939,579,121,1,0.1
940,2672,116,3,0.2
941,2555,106,1,0
942,890,87,5,0
943,2702,99,5,0.05
944,739,114,1,0.15
945,846,99,5,0.15
946,706,70,5,0.2
947,639,165,4,0.1
948,811,39,4,0
949,1920,63,2,0.2
950,1994,81,5,0.2
951,2509,136,1,0.15
952,398,17,1,0
953,36,14,3,0.2
954,369,81,3,0
955,617,55,3,0.2
956,271,93,5,0
957,2390,115,4,0
958,2882,45,3,0
959,416,144,2,0
960,669,107,1,0.1
961,2533,105,2,0.1
962,2263,161,4,0.15
963,1152,177,2,0
964,2720,38,4,0
965,162,35,4,0.05
966,1554,123,2,0.2
967,82,151,3,0.05
968,2396,147,2,0.05
969,82,126,5,0
970,1392,22,3,0
971,726,35,5,0
972,2775,101,2,0
973,2740,51,3,0
974,2914,22,3,0.1
975,2027,5,5,0.1
976,1712,44,3,0.2
977,1036,50,5,0
978,2132,7,4,0
979,684,14,2,0.15
980,1256,68,4,0.05
981,1383,11,3,0.15
982,2690,118,1,0
983,2259,9,2,0.2
984,2557,3,5,0
985,1240,98,2,0.05
986,1557,100,1,0.15
987,2753,70,4,0
988,1503,132,4,0.05
989,2898,88,2,0
990,2946,67,5,0
991,2003,73,3,0
992,1843,172,1,0.2
993,2729,82,5,0
994,95,33,1,0
995,305,46,3,0
996,631,147,2,0.2
997,358,20,1,0.15
998,56,189,3,0.2
999,2530,19,2,0.1
1000,2565,118,3,0.2
1001,2724,28,5,0
1002,231,181,2,0
1003,333,48,1,0.15
1004,376,1,4,0.2
1005,2809,60,2,0
1006,2937,21,4,0
1007,2562,136,2,0.05
1008,809,182,4,0.1
1009,2893,48,4,0
1010,2997,174,5,0.2
1011,251,114,2,0.1
1012,26,21,2,0
1013,1079,37,5,0.1
1014,776,180,1,0.15
1015,311,49,2,0.2
1016,1317,194,2,0
1017,1617,163,5,0
1018,2464,106,5,0.15
1019,1170,56,4,0
1020,1413,189,2,0.1
1021,29,168,3,0
1022,661,17,1,0
1023,2024,89,1,0.1
1024,1762,21,4,0
1025,2763,23,3,0.1
1026,1481,179,5,0.15
1027,270,146,3,0.15
1028,1307,116,3,0.15
1029,1968,95,4,0
1030,2004,81,5,0.15
1031,780,59,5,0
1032,175,177,3,0.05
1033,1905,119,3,0.2
1034,1652,119,4,0.05
1035,626,37,4,0.05
1036,101,36,3,0.05
1037,2590,39,4,0
1038,58,112,2,0
1039,2429,48,2,0
1040,68,101,4,0
1041,1110,87,2,0
1042,2038,101,2,0
1043,2251,72,2,0
1044,1993,156,4,0.05
1045,1783,41,4,0.15
1046,245,91,1,0
1047,1325,181,4,0.1
1048,1186,37,2,0.1
1049,2025,56,4,0.05
1050,54,79,2,0
1051,2583,80,5,0.05
1052,2506,32,5,0
1053,2170,73,3,0.15
1054,1530,177,2,0
1055,2316,122,1,0
1056,1832,95,4,0
1057,858,84,2,0.2
1058,1281,163,4,0.2
1059,1150,143,3,0.1
1060,1357,179,2,0
1061,1319,162,5,0
1062,2901,152,5,0
1063,1021,126,5,0.05
1064,80,81,5,0
1065,1574,193,2,0.1
1066,1318,21,5,0.05
1067,1896,155,3,0
1068,1842,100,2,0.2
1069,1132,183,2,0
1070,242,122,2,0
1071,2594,1,3,0
1072,2543,124,5,0
1073,1118,82,4,0
1074,2478,138,2,0.2
1075,2646,49,5,0.1
1076,494,76,1,0.15
1077,799,135,5,0
1078,1017,97,4,0.15
1079,45,77,3,0
1080,591,76,1,0
1081,2670,165,4,0
1082,1510,120,2,0.05
1083,2564,98,5,0
1084,2433,114,3,0
1085,1121,117,3,0
1086,2893,156,4,0
1087,668,151,2,0
1088,70,32,1,0.2
1089,1338,142,4,0
1090,581,81,4,0.1
1091,105,161,4,0.15
1092,1327,102,2,0
1093,2512,195,1,0.15
1094,1159,83,5,0.2
1095,2329,11,5,0
1096,2961,184,2,0.05
1097,262,18,2,0
1098,419,134,2,0.15
1099,963,24,3,0
1100,1386,21,4,0
1101,285,127,4,0.1
1102,255,135,4,0.15
1103,1622,178,2,0.1
1104,367,54,4,0
1105,473,196,3,0
1106,981,15,5,0
1107,215,165,2,0.05
1108,174,11,2,0.2
1109,953,40,2,0.1
1110,1309,83,4,0.2
1111,2599,172,4,0
1112,2090,196,3,0.05
1113,97,172,4,0.1
1114,279,11,2,0.1
1115,148,54,2,0.1
1116,2014,2,3,0.15
1117,331,149,3,0.1
1118,673,102,2,0
1119,2197,2,5,0
1120,1089,143,3,0.1
1121,1591,41,2,0.2
1122,2489,66,3,0
1123,1340,67,4,0
1124,2665,74,4,0
1125,1825,155,5,0.2
1126,1662,53,2,0
1127,171,100,1,0.15
1128,843,52,5,0.15
1129,1224,177,2,0.1
1130,1243,93,4,0
1131,2654,161,2,0.1
1132,1034,56,5,0
1133,1270,4,2,0.2
1134,742,86,2,0.05
1135,2949,100,3,0.05
1136,1601,155,2,0.05
1137,1967,144,5,0
1138,2733,64,1,0.1
1139,440,1,1,0.1
1140,205,3,3,0
1141,1243,114,4,0.15
1142,2327,41,1,0
1143,1508,56,2,0.05
1144,1528,20,3,0.05
1145,2678,6,3,0.2
1146,144,31,3,0
1147,1077,117,2,0
1148,2608,191,1,0.05
1149,716,4,1,0
1150,2969,61,4,0.2
1151,2375,178,5,0
1152,1107,6,5,0.05
1153,260,188,2,0
1154,267,102,4,0
1155,153,128,4,0.2
1156,1908,106,2,0
1157,2363,12,1,0.2
1158,1151,182,3,0.15
1159,1963,52,3,0
1160,2750,70,2,0
1161,2825,115,1,0.15
1162,181,145,4,0.1
1163,2880,126,2,0.15
1164,194,74,3,0
1165,2450,95,4,0.2
1166,1936,140,2,0
1167,2698,96,5,0.1
1168,597,83,3,0.05
1169,713,149,4,0
